Country Name;Country Code;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Aruba;ABW;180;180;180;180;180;180;180;180;180;180;180;180;180;180;180;180;180;180;180;180;180;180;
;AFE;14571611;14571611;14571611;14571611;14720190.922;14720236.092;14720228.252;14720274.665;14720236.89;14720269.284;14720957.055;14721207.05;14845137.142;14845099.326;14845052.467;14845106.128;14845113.968;14845102.053;14845117.143;14845129.404;14845090.094;14845090.094;
Afghanistan;AFG;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;652230;
;AFW;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045780;9045773;9045773;
Angola;AGO;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;1246700;
Albanie;ALB;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;27400;
Andorre;AND;470;470;470;470;470;470;470;470;470;470;470;470;470;470;470;470;470;470;470;470;470;470;
Le monde arabe;ARB;13611431;13611431;13611431;13611251;13611241;13611251;13611311;13611331;13611341;13608831;13608823;13608828;13100831;13100639;13100520;13100528;13100529;13100530;13100528;13100544;13100549;13100559;
Émirats arabes unis;ARE;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;71020;
Argentine;ARG;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;2736690;
Arménie;ARM;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;28470;
Samoa américaines;ASM;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;
Antigua-et-Barbuda;ATG;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;
Australie;AUS;7682300;7682300;7682300;7682300;7682300;7682300;7682300;7682300;7682300;7682300;7682300;7682300;7682300;7682300;7682300;7682300;7692020;7692020;7692020;7692020;7692020;7692020;
Autriche;AUT;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;82520;
Azerbaïdjan;AZE;82605;82604;82618;82652;82672;82660;82637;82629;82627;82622;82656;82658;82658;82659;82663;82663;82670;82662;82654;82654;82646;82650;
Burundi;BDI;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;25680;
Belgique;BEL;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;30280;
Bénin;BEN;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;112760;
Burkina Faso;BFA;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;273600;
Bangladesh;BGD;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;130170;
Bulgarie;BGR;110630;110630;108800;108770;108760;108640;108630;108610;108610;108560;108560;108560;108560;108560;108560;108560;108560;108560;108560;108560;108560;108560;
Bahreïn;BHR;710;710;710;720;730;740;740;750;760;760;762;767;770;770;771;778;779;780;778;780;785;790;
Bahamas;BHS;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;10010;
Bosnie-Herzégovine;BIH;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;51200;
Bélarus;BLR;202848;202844;202829;202826;202815;202833;202904;202901;202902;202898;202902;202910;202899;202908;202973;202978;202988;202988;202980;202965;202980;202950;
Belize;BLZ;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;22810;
Bermudes;BMU;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;
Bolivie;BOL;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;1083300;
Brésil;BRA;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;8358140;
Barbade;BRB;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;
Brunéi Darussalam;BRN;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;5270;
Bhoutan;BTN;39800;39800;39800;39800;38117;38117;38117;38117;38117;38117;38117;38117;38117;38117;38117;38117;38144;38144;38140;38140;38140;38140;
Botswana;BWA;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;566730;
République centrafricaine;CAF;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;622980;
Canada;CAN;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8965590;8788700;
Europe centrale et les pays baltes;CEB;1104969;1104969;1103299;1103361;1103471;1103321;1103291;1103181;1103162.2;1104161.8;1104143.2;1104209;1104048.7;1105114;1105841;1105835.6;1105825;1105100.1;1105067.4;1104992.9;1105004.93;1104953.23;
Suisse;CHE;39523.581;39522.36;39521.139;39519.917;39518.694;39517.47;39516.245;39515.02;39514.422;39513.824;39513.225;39512.626;39512.028;39511.428;39510.829;39510.23;39509.63;39509.63;39509.63;39509.63;39509.63;39509.63;
Îles Anglo-Normandes;CHI;198;198;198;198;198;198;198;198;198;198;198;198;198;198;198;198;198;198;198;198;198;198;
Chili;CHL;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;743532;
Chine;CHN;9388220;9388214.2;9388213.2;9388212.7;9388212.5;9388211.8;9388211.4;9388210.8;9388210.8;9388211;9388211;9388211;9388211;9388211;9388211;9388211;9388210;9388210;9388210;9388210;9388210;9388210;
Côte d'Ivoire;CIV;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;318000;
Cameroun;CMR;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;472710;
Congo, République démocratique du;COD;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;2267050;
Congo, République du;COG;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;341500;
Colombie;COL;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;1109500;
Comores;COM;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;1861;
Cabo Verde;CPV;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;4030;
Costa Rica;CRI;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;51060;
Petits états des Caraïbes;CSS;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;404850;
Cuba;CUB;107400;107400;106390;106400;106410;106440;106430;106440;106440;106440;106440;106863;106649;104220;104020;104100;104040;103800;103800;103800;103800;103800;
Curacao;CUW;;;;;;;;;;;;444;444;444;444;444;444;444;444;444;444;444;
Îles Caïmans;CYM;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;
Chypre;CYP;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;9240;
République tchèque;CZE;77270;77270;77270;77270;77260;77260;77250;77250;77240;77240;77230;77230;77230;77220;77220;77210;77210;77210;77210;77205.5;77198.53;77186.83;
Allemagne;DEU;348950;348900;348860;348810;348770;348760;348720;348670;348630;348610;348570;348560;348540;348880;348900;348860;349360;349370;349380;349390;349390;349390;
Djibouti;DJI;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;23180;
Dominique;DMA;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;
Danemark;DNK;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;
République dominicaine;DOM;48310;48310;48310;48310;48310;48310;48310;48310;48310;48310;48310;48310;48310;48310;48310;48310;48310;48310;48310;47531;47531;47531;
Algérie;DZA;2381740;2381740;2381740;2381740;2381740;2381740;2381740;2381740;2381740;2381740;2381740;2381740;2381740;2381740;2381740;2381741;2381741;2381741;2381741;2381741;2381741;2381741;
Asie de l’Est et Pacifique (hors revenu élevé);EAP;15975027.742;15975051.942;15974511.168;15981277.758;15980915.519;15983621.891;15986704.493;15986516.893;15986546.887;15986507.134;15986826.418;15986805.947;15986838.946;15986320.383;15986683.921;15986698.4;15986401.4;15986337.4;15986313;15986316;15986534.803;16001571.47;
de dividende précoce démographique;EAR;33187094;33187040;33187040;33186826;33313586.297;33313534.766;33313719.221;33313941.059;33313661.396;33314189.692;33314070.952;33314027.061;33313888.022;33313797.048;33312370.282;33317194.353;33316932.509;33310584.82;33310596.429;33309810.858;33309874.265;33324923.735;
Asie de l’Est et Pacifique;EAS;24446988.742;24447298.942;24446814.168;24453602.758;24453263.519;24455999.891;24459118.093;24458972.093;24459077.087;24459107.634;24459569.118;24459540.847;24459695.846;24459294.683;24459664.221;24459693.8;24469160.9;24469121.2;24469110.9;24469195.9;24469416.703;24484453.47;
Europe et Asie centrale (hors revenu élevé);ECA;22298628;22297669;22296328;22296325;22296560;22296652;22393931;22393804;22392906;22392815;22392760;22392687;22392677;22392696;22391561;22396381;22396389;22396398;22396476.3;22396429.9;22393160.6;22393223;
Europe et Asie centrale;ECS;27344059.768;27342569.547;27341867.326;27342375.104;27342358.881;27342279.657;27438907.432;27438749.207;27437291.809;27438179.811;27439415.612;27439247.813;27439386.915;27440674.775;27440271.616;27444550.257;27444905.087;27444169.807;27444846.536;27444670.143;27440570.424;27440754.488;
Équateur;ECU;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;248360;
Égypte, République arabe d’;EGY;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;995450;
Zone euro;EMU;2679346.46;2678816.46;2679296.46;2679726.46;2679346.46;2679206.46;2678576.46;2678636.46;2678097.66;2678017.26;2679328.66;2679164.46;2679474.16;2680874.66;2680862.06;2680277.66;2680670.06;2679948.51;2680001.939;2679977.496;2679977.105;2680151.404;
Érythrée;ERI;101000;101000;101000;101000;120982.625;121025.326;121004.031;121032.606;121057.494;121069.592;121065.103;121088.989;121082.12;121049.278;121036.185;121088.775;121077.459;121071.233;121077.714;121080.546;121040.829;121040.829;
Espagne;ESP;499000;498520;499040;499210;499180;499090;498980;499110;498800;498660;500010;499880;500210;500210;500210;499661;499564;499547.35;499603.479;499570.036;499556.645;499733.244;
Estonie;EST;42390;42390;42390;42390;42390;42390;42390;42390;42390;42390;42390;42390;42390;43470;43470;43470;43470;42750;42750;42750;42750;42750;
Éthiopie;ETH;1000000;1000000;1000000;1000000;1128597.297;1128599.766;1128613.221;1128631.059;1128568.396;1128588.692;1128570.952;1128575.061;1128582.022;1128572.048;1128538.282;1128539.353;1128558.509;1128552.82;1128561.429;1128570.858;1128571.265;1128571.265;
Union européenne;EUU;3996118.16;3995588.16;3994398.16;3994880.16;3994620.16;3994330.16;3993670.16;3993620.16;3993061.36;3993990.96;3995282.36;3995188.16;3995337.86;3996728.36;3997475.76;3996852.3;3997244.7;3996523.15;3996556.579;3996440.586;3996449.167;3996581.774;
Fragile et les situations de conflit touchées;FCS;20185971;20185971;20185961;20185771;20334210.922;20334236.092;20334378.252;20334454.665;20334196.89;20331169.284;20331097.055;20331155.05;20454945.142;20454640.326;20454563.467;20454617.128;20454324.968;20454293.053;20454358.143;20454370.404;20454301.094;20454306.094;
Finlande;FIN;304590;304590;304590;304590;304590;304590;304110;304090;303900;303900;303900;303890;303890;303890;303890;303910;303910;303920;303920;303930;303940;303947.7;
Fidji;FJI;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;18270;
France;FRA;547567;547567;547567;547867;547567;547557;547557;547557;547557;547557;547557;547557;547557;547557;547557;547557;547557;547557;547557;547557;547557;547557;
Îles Féroé;FRO;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396;1366;1370;
Micronésie, États fédérés de;FSM;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;
Gabon;GAB;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;257670;
Royaume-Uni;GBR;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;241930;
Géorgie;GEO;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;69490;
Ghana;GHA;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227540;227533;227533;
Gibraltar;GIB;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;
Guinée;GIN;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;245720;
Gambie;GMB;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;10120;
Guinée-Bissau;GNB;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;28120;
Guinée équatoriale;GNQ;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;28050;
Grèce;GRC;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;128900;
Grenade;GRD;340;340;340;340;340;340;340;340;340;340;340;340;340;340;340;340;340;340;340;340;340;340;
Groenland;GRL;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;410450;
Guatemala;GTM;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;107160;
Guam;GUM;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;
Guyana;GUY;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;196850;
Revenu élevé;HIC;35444478.768;35444233.547;35444928.326;35445471.104;35445252.881;35445121.657;35444506.032;35444526.407;35429552.009;35430601.311;35432036.312;35432466.713;35432740.815;35434127.075;35434525.916;35434006.657;35444118.587;35443399.607;35444070.136;35444024.143;35443200.724;35266437.488;
Chine, RAS de Hong Kong;HKG;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;1050;
Honduras;HND;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;111890;
Pays pauvres très endettés (PPTE);HPC;19753191;19753191;19753191;19753191;19901770.922;19901816.092;19901808.252;19901854.665;19901816.89;19901849.284;19902537.055;19902820.05;19394820.142;19394782.326;19394735.467;19394789.128;19394796.968;19394785.053;19394800.143;19394812.404;19394766.094;19394766.094;
Croatie;HRV;55912;55912;55912;55964;55964;55964;55964;55964;55964;55964;55964;55964;55964;55964;55964;55964;55964;55964;55964;55964;55960;55960;
Haïti;HTI;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;27560;
Hongrie;HUN;89620;89620;89620;89620;89620;89610;89610;89610;89610;90530;90530;90530;90530;90530;91260;91260;91260;91260;91260;91260;91260;91260;
BIRD seulement;IBD;70871444.742;70870563.942;70868842.168;70875721.758;70875878.519;70878720.891;70978961.493;70978372.893;70977721.887;70975253.134;70975600.418;70975596.947;70975608.946;70974998.383;70975210.921;70975231.4;70975251.4;70969019.4;70969164.3;70968327.9;70965228.403;70980294.47;
BIRD et IDA;IBT;95686750.742;95685815.942;95684094.168;95690749.758;95837639.441;95840462.983;95940866.745;95940518.558;95939602.777;95937134.418;95938066.473;95938292.997;96062086.088;96061356.709;96060348.388;96064420.528;96064166.368;96057839.453;96057915.443;96057059.774;96053974.497;96069043.564;
IDA totale;IDA;24815306;24815252;24815252;24815028;24961760.922;24961742.092;24961905.252;24962145.665;24961880.89;24961881.284;24962466.055;24962696.05;25086477.142;25086358.326;25085137.467;25089189.128;25088914.968;25088820.053;25088751.143;25088731.874;25088746.094;25088749.094;
IDA mélange;IDB;4379935;4379881;4379881;4379847;4379823;4379819;4379820;4379954;4379937;4379915;4379862;4379779;4379770;4379759;4379759;4384570;4384561;4384558;4384557;4384525;4384620;4384623;
Indonésie;IDN;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1877519;1892555.47;
IDA seulement;IDX;20435371;20435371;20435371;20435181;20581937.922;20581923.092;20582085.252;20582191.665;20581943.89;20581966.284;20582604.055;20582917.05;20706707.142;20706599.326;20705378.467;20704619.128;20704353.968;20704262.053;20704194.143;20704206.874;20704126.094;20704126.094;
Île de Man;IMN;570;570;570;570;570;570;570;570;570;570;570;570;570;570;570;570;570;570;570;570;570;570;
Inde;IND;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;2973190;
Non classifié;INX;;;;;;;;;;;;;;;;;;;;;;;
Irlande;IRL;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;68890;
Iran, République islamique d’;IRN;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1628760;1622500;1622500;1622500;1622500;1622500;
Iraq;IRQ;437370;437370;437370;437370;437370;437370;437370;437370;437370;434320;434320;434320;434320;434128;434128;434128;434128;434128;434128;434128;434128;434128;
Islande;ISL;100250;100250;100250;100250;100250;100250;100250;100250;100250;100250;100250;100250;100250;100250;100250;100250;100250;100250;100830;100830;100830;100830;
Israël;ISR;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;21640;
Italie;ITA;295718;295718;295718;295718;295718;295718;295718;295718;295718;295718;295718;295718;295718;295718;295718;295718;295718;295718;295718;295717;295717;295717;
Jamaïque;JAM;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;10830;
Jordanie;JOR;88240;88240;88240;88240;88240;88240;88240;88240;88240;88780;88780;88780;88780;88780;88780;88780;88780;88780;88780;88794;88794;88794;
Japon;JPN;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;364500;
Kazakhstan;KAZ;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;2699700;
Kenya;KEN;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;569140;
République kirghize;KGZ;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;191800;
Cambodge;KHM;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;176520;
Kiribati;KIR;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;
Saint-Kitts-et-Nevis;KNA;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;
Corée, République de;KOR;96460;96740;96790;96800;96820;96850;96880;96920;96990;97060;97200;97190;97310;97426;97430;97445;97489;97510;97520;97600;97600;97600;
Koweït;KWT;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;17820;
Amérique latine et Caraïbes (hors revenu élevé);LAC;17943410;17943410;17942400;17942410;17942420;17942450;17942440;17942450;17942450;17942450;17942450;17942873;17942659;17940230;17940030;17940110;17940050;17939810;17939810;17939031;17939031;17939031;
République démocratique populaire lao;LAO;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;230800;
Liban;LBN;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;10230;
Libéria;LBR;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;96320;
Libye;LBY;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;1759540;
